,zip,AQI,Category,DateObserved,Latitude,Longitude,ParameterName,ReportingArea,StateCode
312,95054,84,Moderate,2017-10-14 ,37.33,-121.9,PM2.5,San Jose,CA
313,94942,43,Good,2017-10-15 ,37.97,-122.52,OZONE,San Rafael,CA
314,94942,41,Good,2017-10-15 ,37.97,-122.52,PM2.5,San Rafael,CA
315,94041,58,Moderate,2017-10-15 ,37.48,-122.22,OZONE,Redwood City,CA
316,94041,40,Good,2017-10-15 ,37.48,-122.22,PM2.5,Redwood City,CA
317,94515,40,Good,2017-10-09 ,38.45,-122.7,OZONE,Santa Rosa,CA
318,94515,152,Unhealthy,2017-10-09 ,38.45,-122.7,PM2.5,Santa Rosa,CA
319,95694,71,Moderate,2017-10-10 ,38.3525,-121.9617,OZONE,Vacaville,CA
320,95694,196,Unhealthy,2017-10-10 ,38.3525,-121.9617,PM2.5,Vacaville,CA
321,94913,31,Good,2017-10-11 ,37.97,-122.52,OZONE,San Rafael,CA
322,94913,87,Moderate,2017-10-11 ,37.97,-122.52,PM2.5,San Rafael,CA
323,95103,67,Moderate,2017-10-12 ,37.33,-121.9,OZONE,San Jose,CA
324,95103,99,Moderate,2017-10-12 ,37.33,-121.9,PM2.5,San Jose,CA
325,95492,43,Good,2017-10-13 ,38.45,-122.7,OZONE,Santa Rosa,CA
326,95492,96,Moderate,2017-10-13 ,38.45,-122.7,PM2.5,Santa Rosa,CA
327,94596,39,Good,2017-10-14 ,37.97,-122.03,OZONE,Concord,CA
328,94596,91,Moderate,2017-10-14 ,37.97,-122.03,PM2.5,Concord,CA
329,95157,67,Moderate,2017-10-15 ,37.33,-121.9,OZONE,San Jose,CA
330,95157,40,Good,2017-10-15 ,37.33,-121.9,PM2.5,San Jose,CA
331,94914,43,Good,2017-10-15 ,37.97,-122.52,OZONE,San Rafael,CA
332,94914,41,Good,2017-10-15 ,37.97,-122.52,PM2.5,San Rafael,CA
333,94119,34,Good,2017-10-09 ,37.75,-122.43,OZONE,San Francisco,CA
334,94119,100,Moderate,2017-10-09 ,37.75,-122.43,PM2.5,San Francisco,CA
335,94807,61,Moderate,2017-10-10 ,37.97,-122.52,OZONE,San Rafael,CA
336,94807,156,Unhealthy,2017-10-10 ,37.97,-122.52,PM2.5,San Rafael,CA
337,94964,31,Good,2017-10-11 ,37.97,-122.52,OZONE,San Rafael,CA
338,94964,87,Moderate,2017-10-11 ,37.97,-122.52,PM2.5,San Rafael,CA
339,94508,34,Good,2017-10-12 ,38.45,-122.7,OZONE,Santa Rosa,CA
340,94508,67,Moderate,2017-10-12 ,38.45,-122.7,PM2.5,Santa Rosa,CA
341,95465,43,Good,2017-10-13 ,38.45,-122.7,OZONE,Santa Rosa,CA
342,95465,96,Moderate,2017-10-13 ,38.45,-122.7,PM2.5,Santa Rosa,CA
343,95441,43,Good,2017-10-14 ,38.45,-122.7,OZONE,Santa Rosa,CA
344,95441,64,Moderate,2017-10-14 ,38.45,-122.7,PM2.5,Santa Rosa,CA
345,94102,31,Good,2017-10-15 ,37.75,-122.43,OZONE,San Francisco,CA
346,94102,40,Good,2017-10-15 ,37.75,-122.43,PM2.5,San Francisco,CA
347,94066,31,Good,2017-10-15 ,37.75,-122.43,OZONE,San Francisco,CA
348,94066,40,Good,2017-10-15 ,37.75,-122.43,PM2.5,San Francisco,CA
349,95101,54,Moderate,2017-10-09 ,37.33,-121.9,OZONE,San Jose,CA
350,95101,47,Good,2017-10-09 ,37.33,-121.9,PM2.5,San Jose,CA
351,94115,28,Good,2017-10-10 ,37.75,-122.43,OZONE,San Francisco,CA
352,94115,127,Unhealthy for Sensitive Groups,2017-10-10 ,37.75,-122.43,PM2.5,San Francisco,CA
353,94947,31,Good,2017-10-11 ,37.97,-122.52,OZONE,San Rafael,CA
354,94947,87,Moderate,2017-10-11 ,37.97,-122.52,PM2.5,San Rafael,CA
355,95156,67,Moderate,2017-10-12 ,37.33,-121.9,OZONE,San Jose,CA
356,95156,99,Moderate,2017-10-12 ,37.33,-121.9,PM2.5,San Jose,CA
357,94070,44,Good,2017-10-13 ,37.48,-122.22,OZONE,Redwood City,CA
358,94070,152,Unhealthy,2017-10-13 ,37.48,-122.22,PM2.5,Redwood City,CA
359,94088,43,Good,2017-10-14 ,37.33,-121.9,OZONE,San Jose,CA
360,94088,84,Moderate,2017-10-14 ,37.33,-121.9,PM2.5,San Jose,CA
361,94518,54,Moderate,2017-10-15 ,37.97,-122.03,OZONE,Concord,CA
362,94518,55,Moderate,2017-10-15 ,37.97,-122.03,PM2.5,Concord,CA
363,94567,49,Good,2017-10-15 ,38.45,-122.7,OZONE,Santa Rosa,CA
364,94567,67,Moderate,2017-10-15 ,38.45,-122.7,PM2.5,Santa Rosa,CA
365,95106,54,Moderate,2017-10-09 ,37.33,-121.9,OZONE,San Jose,CA
366,95106,47,Good,2017-10-09 ,37.33,-121.9,PM2.5,San Jose,CA
367,94555,44,Good,2017-10-10 ,37.55,-122.03,OZONE,Fremont,CA
368,95690,32,Good,2017-10-12 ,38.4086,-121.3733,OZONE,Elk Grove,CA
369,95690,69,Moderate,2017-10-12 ,38.4086,-121.3733,PM2.5,Elk Grove,CA
370,94520,44,Good,2017-10-13 ,37.97,-122.03,OZONE,Concord,CA
371,94520,153,Unhealthy,2017-10-13 ,37.97,-122.03,PM2.5,Concord,CA
372,95687,40,Good,2017-10-14 ,38.3525,-121.9617,OZONE,Vacaville,CA
373,95687,11,Good,2017-10-14 ,38.3525,-121.9617,PM2.5,Vacaville,CA
374,94018,58,Moderate,2017-10-15 ,37.48,-122.22,OZONE,Redwood City,CA
375,94018,40,Good,2017-10-15 ,37.48,-122.22,PM2.5,Redwood City,CA
376,94401,58,Moderate,2017-10-15 ,37.48,-122.22,OZONE,Redwood City,CA
377,94401,40,Good,2017-10-15 ,37.48,-122.22,PM2.5,Redwood City,CA
378,94601,41,Good,2017-10-09 ,37.8,-122.27,OZONE,Oakland,CA
379,94601,87,Moderate,2017-10-09 ,37.8,-122.27,PM2.5,Oakland,CA
380,95002,34,Good,2017-10-11 ,37.55,-122.03,OZONE,Fremont,CA
381,95002,126,Unhealthy for Sensitive Groups,2017-10-11 ,37.55,-122.03,PM2.5,Fremont,CA
382,94624,40,Good,2017-10-12 ,37.8,-122.27,OZONE,Oakland,CA
383,94624,152,Unhealthy,2017-10-12 ,37.8,-122.27,PM2.5,Oakland,CA
384,94522,44,Good,2017-10-13 ,37.97,-122.03,OZONE,Concord,CA
385,94522,153,Unhealthy,2017-10-13 ,37.97,-122.03,PM2.5,Concord,CA
386,94164,31,Good,2017-10-14 ,37.75,-122.43,OZONE,San Francisco,CA
387,94164,69,Moderate,2017-10-14 ,37.75,-122.43,PM2.5,San Francisco,CA
388,94904,43,Good,2017-10-15 ,37.97,-122.52,OZONE,San Rafael,CA
389,94904,41,Good,2017-10-15 ,37.97,-122.52,PM2.5,San Rafael,CA
390,94540,71,Moderate,2017-10-15 ,37.55,-122.03,OZONE,Fremont,CA
391,94540,40,Good,2017-10-15 ,37.55,-122.03,PM2.5,Fremont,CA
392,94662,41,Good,2017-10-09 ,37.8,-122.27,OZONE,Oakland,CA
393,94662,87,Moderate,2017-10-09 ,37.8,-122.27,PM2.5,Oakland,CA
394,94122,28,Good,2017-10-10 ,37.75,-122.43,OZONE,San Francisco,CA
395,94122,127,Unhealthy for Sensitive Groups,2017-10-10 ,37.75,-122.43,PM2.5,San Francisco,CA
396,95439,39,Good,2017-10-11 ,38.45,-122.7,OZONE,Santa Rosa,CA
397,95439,80,Moderate,2017-10-11 ,38.45,-122.7,PM2.5,Santa Rosa,CA
398,94132,27,Good,2017-10-12 ,37.75,-122.43,OZONE,San Francisco,CA
399,94132,136,Unhealthy for Sensitive Groups,2017-10-12 ,37.75,-122.43,PM2.5,San Francisco,CA
400,95030,61,Moderate,2017-10-13 ,37.33,-121.9,OZONE,San Jose,CA
401,95030,136,Unhealthy for Sensitive Groups,2017-10-13 ,37.33,-121.9,PM2.5,San Jose,CA
402,95056,43,Good,2017-10-14 ,37.33,-121.9,OZONE,San Jose,CA
403,95056,84,Moderate,2017-10-14 ,37.33,-121.9,PM2.5,San Jose,CA
404,94134,31,Good,2017-10-15 ,37.75,-122.43,OZONE,San Francisco,CA
405,94134,40,Good,2017-10-15 ,37.75,-122.43,PM2.5,San Francisco,CA
406,94973,43,Good,2017-10-15 ,37.97,-122.52,OZONE,San Rafael,CA
407,94973,41,Good,2017-10-15 ,37.97,-122.52,PM2.5,San Rafael,CA
408,94124,34,Good,2017-10-09 ,37.75,-122.43,OZONE,San Francisco,CA
409,94124,100,Moderate,2017-10-09 ,37.75,-122.43,PM2.5,San Francisco,CA
410,94105,20,Good,2017-10-11 ,37.75,-122.43,OZONE,San Francisco,CA
411,94105,78,Moderate,2017-10-11 ,37.75,-122.43,PM2.5,San Francisco,CA
412,94965,35,Good,2017-10-12 ,37.97,-122.52,OZONE,San Rafael,CA
413,94965,151,Unhealthy,2017-10-12 ,37.97,-122.52,PM2.5,San Rafael,CA
414,94104,27,Good,2017-10-13 ,37.75,-122.43,OZONE,San Francisco,CA
415,94104,98,Moderate,2017-10-13 ,37.75,-122.43,PM2.5,San Francisco,CA
416,95403,43,Good,2017-10-14 ,38.45,-122.7,OZONE,Santa Rosa,CA
417,95403,64,Moderate,2017-10-14 ,38.45,-122.7,PM2.5,Santa Rosa,CA
418,94306,58,Moderate,2017-10-15 ,37.48,-122.22,OZONE,Redwood City,CA
419,94306,40,Good,2017-10-15 ,37.48,-122.22,PM2.5,Redwood City,CA
420,94062,58,Moderate,2017-10-15 ,37.48,-122.22,OZONE,Redwood City,CA
421,94062,40,Good,2017-10-15 ,37.48,-122.22,PM2.5,Redwood City,CA
422,95476,40,Good,2017-10-09 ,38.45,-122.7,OZONE,Santa Rosa,CA
423,95476,152,Unhealthy,2017-10-09 ,38.45,-122.7,PM2.5,Santa Rosa,CA
424,94550,49,Good,2017-10-10 ,37.68,-121.77,OZONE,Livermore,CA
425,94550,64,Moderate,2017-10-10 ,37.68,-121.77,PM2.5,Livermore,CA
426,94085,54,Moderate,2017-10-11 ,37.33,-121.9,OZONE,San Jose,CA
427,94085,114,Unhealthy for Sensitive Groups,2017-10-11 ,37.33,-121.9,PM2.5,San Jose,CA
428,94087,67,Moderate,2017-10-12 ,37.33,-121.9,OZONE,San Jose,CA
429,94087,99,Moderate,2017-10-12 ,37.33,-121.9,PM2.5,San Jose,CA
430,95402,43,Good,2017-10-13 ,38.45,-122.7,OZONE,Santa Rosa,CA
431,95402,96,Moderate,2017-10-13 ,38.45,-122.7,PM2.5,Santa Rosa,CA
432,94960,44,Good,2017-10-14 ,37.97,-122.52,OZONE,San Rafael,CA
433,94960,80,Moderate,2017-10-14 ,37.97,-122.52,PM2.5,San Rafael,CA
434,95124,67,Moderate,2017-10-15 ,37.33,-121.9,OZONE,San Jose,CA
435,95124,40,Good,2017-10-15 ,37.33,-121.9,PM2.5,San Jose,CA
436,94515,49,Good,2017-10-15 ,38.45,-122.7,OZONE,Santa Rosa,CA
437,94515,67,Moderate,2017-10-15 ,38.45,-122.7,PM2.5,Santa Rosa,CA
438,95448,40,Good,2017-10-09 ,38.45,-122.7,OZONE,Santa Rosa,CA
439,95448,152,Unhealthy,2017-10-09 ,38.45,-122.7,PM2.5,Santa Rosa,CA
440,94710,42,Good,2017-10-10 ,37.8,-122.27,OZONE,Oakland,CA
441,94710,116,Unhealthy for Sensitive Groups,2017-10-10 ,37.8,-122.27,PM2.5,Oakland,CA
442,95123,54,Moderate,2017-10-11 ,37.33,-121.9,OZONE,San Jose,CA
443,95123,114,Unhealthy for Sensitive Groups,2017-10-11 ,37.33,-121.9,PM2.5,San Jose,CA
444,95121,67,Moderate,2017-10-12 ,37.33,-121.9,OZONE,San Jose,CA
445,95121,99,Moderate,2017-10-12 ,37.33,-121.9,PM2.5,San Jose,CA
446,95011,61,Moderate,2017-10-13 ,37.33,-121.9,OZONE,San Jose,CA
447,95011,136,Unhealthy for Sensitive Groups,2017-10-13 ,37.33,-121.9,PM2.5,San Jose,CA
448,95129,43,Good,2017-10-14 ,37.33,-121.9,OZONE,San Jose,CA
449,95129,84,Moderate,2017-10-14 ,37.33,-121.9,PM2.5,San Jose,CA
450,94949,43,Good,2017-10-15 ,37.97,-122.52,OZONE,San Rafael,CA
451,94949,41,Good,2017-10-15 ,37.97,-122.52,PM2.5,San Rafael,CA
452,94025,58,Moderate,2017-10-15 ,37.48,-122.22,OZONE,Redwood City,CA
453,94025,40,Good,2017-10-15 ,37.48,-122.22,PM2.5,Redwood City,CA
454,94010,40,Good,2017-10-09 ,37.48,-122.22,OZONE,Redwood City,CA
455,94507,61,Moderate,2017-10-10 ,37.97,-122.03,OZONE,Concord,CA
456,94507,81,Moderate,2017-10-10 ,37.97,-122.03,PM2.5,Concord,CA
457,94588,43,Good,2017-10-11 ,37.68,-121.77,OZONE,Livermore,CA
458,94588,106,Unhealthy for Sensitive Groups,2017-10-11 ,37.68,-121.77,PM2.5,Livermore,CA
459,94022,67,Moderate,2017-10-12 ,37.33,-121.9,OZONE,San Jose,CA
460,94022,99,Moderate,2017-10-12 ,37.33,-121.9,PM2.5,San Jose,CA
461,94618,45,Good,2017-10-13 ,37.8,-122.27,OZONE,Oakland,CA
462,94618,159,Unhealthy,2017-10-13 ,37.8,-122.27,PM2.5,Oakland,CA
463,94404,38,Good,2017-10-14 ,37.48,-122.22,OZONE,Redwood City,CA
464,94404,78,Moderate,2017-10-14 ,37.48,-122.22,PM2.5,Redwood City,CA
465,94158,31,Good,2017-10-15 ,37.75,-122.43,OZONE,San Francisco,CA
466,94158,40,Good,2017-10-15 ,37.75,-122.43,PM2.5,San Francisco,CA
467,95391,74,Moderate,2017-10-15 ,37.68,-121.77,OZONE,Livermore,CA
468,95391,40,Good,2017-10-15 ,37.68,-121.77,PM2.5,Livermore,CA
469,95452,40,Good,2017-10-09 ,38.45,-122.7,OZONE,Santa Rosa,CA
470,95452,152,Unhealthy,2017-10-09 ,38.45,-122.7,PM2.5,Santa Rosa,CA
471,94586,49,Good,2017-10-10 ,37.68,-121.77,OZONE,Livermore,CA
472,94586,64,Moderate,2017-10-10 ,37.68,-121.77,PM2.5,Livermore,CA
473,94945,31,Good,2017-10-11 ,37.97,-122.52,OZONE,San Rafael,CA
474,94945,87,Moderate,2017-10-11 ,37.97,-122.52,PM2.5,San Rafael,CA
475,94805,45,Good,2017-10-13 ,37.8,-122.27,OZONE,Oakland,CA
476,94805,159,Unhealthy,2017-10-13 ,37.8,-122.27,PM2.5,Oakland,CA
477,94666,37,Good,2017-10-14 ,37.8,-122.27,OZONE,Oakland,CA
478,94666,84,Moderate,2017-10-14 ,37.8,-122.27,PM2.5,Oakland,CA
479,94706,49,Good,2017-10-15 ,37.8,-122.27,OZONE,Oakland,CA
480,94706,53,Moderate,2017-10-15 ,37.8,-122.27,PM2.5,Oakland,CA
481,94903,43,Good,2017-10-15 ,37.97,-122.52,OZONE,San Rafael,CA
482,94903,41,Good,2017-10-15 ,37.97,-122.52,PM2.5,San Rafael,CA
483,94597,47,Good,2017-10-09 ,37.97,-122.03,OZONE,Concord,CA
484,94597,71,Moderate,2017-10-09 ,37.97,-122.03,PM2.5,Concord,CA
485,94580,44,Good,2017-10-10 ,37.55,-122.03,OZONE,Fremont,CA
486,94924,31,Good,2017-10-11 ,37.97,-122.52,OZONE,San Rafael,CA
487,94924,87,Moderate,2017-10-11 ,37.97,-122.52,PM2.5,San Rafael,CA
488,95487,44,Good,2017-10-12 ,38.33,-122.28,OZONE,Napa,CA
489,95487,175,Unhealthy,2017-10-12 ,38.33,-122.28,PM2.5,Napa,CA
490,94020,44,Good,2017-10-13 ,37.48,-122.22,OZONE,Redwood City,CA
491,94020,152,Unhealthy,2017-10-13 ,37.48,-122.22,PM2.5,Redwood City,CA
492,94912,44,Good,2017-10-14 ,37.97,-122.52,OZONE,San Rafael,CA
493,94912,80,Moderate,2017-10-14 ,37.97,-122.52,PM2.5,San Rafael,CA
494,94970,43,Good,2017-10-15 ,37.97,-122.52,OZONE,San Rafael,CA
495,94970,41,Good,2017-10-15 ,37.97,-122.52,PM2.5,San Rafael,CA
496,94930,43,Good,2017-10-15 ,37.97,-122.52,OZONE,San Rafael,CA
497,94930,41,Good,2017-10-15 ,37.97,-122.52,PM2.5,San Rafael,CA
498,94065,40,Good,2017-10-09 ,37.48,-122.22,OZONE,Redwood City,CA
499,95033,44,Good,2017-10-10 ,37.33,-121.9,OZONE,San Jose,CA
500,95033,57,Moderate,2017-10-10 ,37.33,-121.9,PM2.5,San Jose,CA
501,94519,49,Good,2017-10-11 ,37.97,-122.03,OZONE,Concord,CA
502,94519,169,Unhealthy,2017-10-11 ,37.97,-122.03,PM2.5,Concord,CA
503,94574,34,Good,2017-10-12 ,38.45,-122.7,OZONE,Santa Rosa,CA
504,94574,67,Moderate,2017-10-12 ,38.45,-122.7,PM2.5,Santa Rosa,CA
505,94566,41,Good,2017-10-13 ,37.68,-121.77,OZONE,Livermore,CA
506,94566,73,Moderate,2017-10-13 ,37.68,-121.77,PM2.5,Livermore,CA
507,94305,38,Good,2017-10-14 ,37.48,-122.22,OZONE,Redwood City,CA
508,94305,78,Moderate,2017-10-14 ,37.48,-122.22,PM2.5,Redwood City,CA
509,94503,153,Unhealthy,2017-10-15 ,38.33,-122.28,PM2.5,Napa,CA
510,95161,54,Moderate,2017-10-09 ,37.33,-121.9,OZONE,San Jose,CA
511,95161,47,Good,2017-10-09 ,37.33,-121.9,PM2.5,San Jose,CA
512,94575,42,Good,2017-10-10 ,37.8,-122.27,OZONE,Oakland,CA
513,94575,116,Unhealthy for Sensitive Groups,2017-10-10 ,37.8,-122.27,PM2.5,Oakland,CA
514,94147,20,Good,2017-10-11 ,37.75,-122.43,OZONE,San Francisco,CA
515,94147,78,Moderate,2017-10-11 ,37.75,-122.43,PM2.5,San Francisco,CA
516,95125,67,Moderate,2017-10-12 ,37.33,-121.9,OZONE,San Jose,CA
517,95125,99,Moderate,2017-10-12 ,37.33,-121.9,PM2.5,San Jose,CA
518,94534,54,Moderate,2017-10-13 ,38.25,-122.04,OZONE,Fairfield,CA
519,94534,175,Unhealthy,2017-10-13 ,38.25,-122.04,PM2.5,Fairfield,CA
520,95051,43,Good,2017-10-14 ,37.33,-121.9,OZONE,San Jose,CA
521,95051,84,Moderate,2017-10-14 ,37.33,-121.9,PM2.5,San Jose,CA
522,94011,58,Moderate,2017-10-15 ,37.48,-122.22,OZONE,Redwood City,CA
523,94011,40,Good,2017-10-15 ,37.48,-122.22,PM2.5,Redwood City,CA
524,94602,49,Good,2017-10-15 ,37.8,-122.27,OZONE,Oakland,CA
525,94602,53,Moderate,2017-10-15 ,37.8,-122.27,PM2.5,Oakland,CA
526,95014,54,Moderate,2017-10-09 ,37.33,-121.9,OZONE,San Jose,CA
527,95014,47,Good,2017-10-09 ,37.33,-121.9,PM2.5,San Jose,CA
528,95109,44,Good,2017-10-10 ,37.33,-121.9,OZONE,San Jose,CA
529,95109,57,Moderate,2017-10-10 ,37.33,-121.9,PM2.5,San Jose,CA
530,95122,54,Moderate,2017-10-11 ,37.33,-121.9,OZONE,San Jose,CA
531,95122,114,Unhealthy for Sensitive Groups,2017-10-11 ,37.33,-121.9,PM2.5,San Jose,CA
532,94587,48,Good,2017-10-12 ,37.55,-122.03,OZONE,Fremont,CA
533,94587,154,Unhealthy,2017-10-12 ,37.55,-122.03,PM2.5,Fremont,CA
534,94938,40,Good,2017-10-13 ,37.97,-122.52,OZONE,San Rafael,CA
535,94938,111,Unhealthy for Sensitive Groups,2017-10-13 ,37.97,-122.52,PM2.5,San Rafael,CA
536,95191,43,Good,2017-10-14 ,37.33,-121.9,OZONE,San Jose,CA
537,95191,84,Moderate,2017-10-14 ,37.33,-121.9,PM2.5,San Jose,CA
538,94503,153,Unhealthy,2017-10-15 ,38.33,-122.28,PM2.5,Napa,CA
539,94038,31,Good,2017-10-15 ,37.75,-122.43,OZONE,San Francisco,CA
540,94038,40,Good,2017-10-15 ,37.75,-122.43,PM2.5,San Francisco,CA
541,94103,34,Good,2017-10-09 ,37.75,-122.43,OZONE,San Francisco,CA
542,94103,100,Moderate,2017-10-09 ,37.75,-122.43,PM2.5,San Francisco,CA
543,94143,28,Good,2017-10-10 ,37.75,-122.43,OZONE,San Francisco,CA
544,94143,127,Unhealthy for Sensitive Groups,2017-10-10 ,37.75,-122.43,PM2.5,San Francisco,CA
545,94950,31,Good,2017-10-11 ,37.97,-122.52,OZONE,San Rafael,CA
546,94950,87,Moderate,2017-10-11 ,37.97,-122.52,PM2.5,San Rafael,CA
547,94551,40,Good,2017-10-12 ,37.68,-121.77,OZONE,Livermore,CA
548,94551,96,Moderate,2017-10-12 ,37.68,-121.77,PM2.5,Livermore,CA
549,94118,27,Good,2017-10-13 ,37.75,-122.43,OZONE,San Francisco,CA
550,94118,98,Moderate,2017-10-13 ,37.75,-122.43,PM2.5,San Francisco,CA
551,95140,43,Good,2017-10-14 ,37.33,-121.9,OZONE,San Jose,CA
552,95140,84,Moderate,2017-10-14 ,37.33,-121.9,PM2.5,San Jose,CA
553,95164,67,Moderate,2017-10-15 ,37.33,-121.9,OZONE,San Jose,CA
554,95164,40,Good,2017-10-15 ,37.33,-121.9,PM2.5,San Jose,CA
555,95113,67,Moderate,2017-10-15 ,37.33,-121.9,OZONE,San Jose,CA
556,95113,40,Good,2017-10-15 ,37.33,-121.9,PM2.5,San Jose,CA
557,94116,34,Good,2017-10-09 ,37.75,-122.43,OZONE,San Francisco,CA
558,94116,100,Moderate,2017-10-09 ,37.75,-122.43,PM2.5,San Francisco,CA
559,94591,71,Moderate,2017-10-10 ,38.25,-122.04,OZONE,Fairfield,CA
560,94591,160,Unhealthy,2017-10-10 ,38.25,-122.04,PM2.5,Fairfield,CA
561,95050,54,Moderate,2017-10-11 ,37.33,-121.9,OZONE,San Jose,CA
562,95050,114,Unhealthy for Sensitive Groups,2017-10-11 ,37.33,-121.9,PM2.5,San Jose,CA
563,94704,40,Good,2017-10-12 ,37.8,-122.27,OZONE,Oakland,CA
564,94704,152,Unhealthy,2017-10-12 ,37.8,-122.27,PM2.5,Oakland,CA
565,94080,27,Good,2017-10-13 ,37.75,-122.43,OZONE,San Francisco,CA
566,94080,98,Moderate,2017-10-13 ,37.75,-122.43,PM2.5,San Francisco,CA
567,94017,31,Good,2017-10-14 ,37.75,-122.43,OZONE,San Francisco,CA
568,94017,69,Moderate,2017-10-14 ,37.75,-122.43,PM2.5,San Francisco,CA
569,94801,43,Good,2017-10-15 ,37.97,-122.52,OZONE,San Rafael,CA
570,94801,41,Good,2017-10-15 ,37.97,-122.52,PM2.5,San Rafael,CA
571,95035,67,Moderate,2017-10-15 ,37.33,-121.9,OZONE,San Jose,CA
572,95035,40,Good,2017-10-15 ,37.33,-121.9,PM2.5,San Jose,CA
573,95401,40,Good,2017-10-09 ,38.45,-122.7,OZONE,Santa Rosa,CA
574,95401,152,Unhealthy,2017-10-09 ,38.45,-122.7,PM2.5,Santa Rosa,CA
575,95419,58,Moderate,2017-10-10 ,38.45,-122.7,OZONE,Santa Rosa,CA
576,95419,165,Unhealthy,2017-10-10 ,38.45,-122.7,PM2.5,Santa Rosa,CA
577,94024,54,Moderate,2017-10-11 ,37.33,-121.9,OZONE,San Jose,CA
578,94024,114,Unhealthy for Sensitive Groups,2017-10-11 ,37.33,-121.9,PM2.5,San Jose,CA
579,94512,51,Moderate,2017-10-12 ,38.25,-122.04,OZONE,Fairfield,CA
580,94512,164,Unhealthy,2017-10-12 ,38.25,-122.04,PM2.5,Fairfield,CA
581,94583,41,Good,2017-10-13 ,37.68,-121.77,OZONE,Livermore,CA
582,94583,73,Moderate,2017-10-13 ,37.68,-121.77,PM2.5,Livermore,CA
583,95031,43,Good,2017-10-14 ,37.33,-121.9,OZONE,San Jose,CA
584,95031,84,Moderate,2017-10-14 ,37.33,-121.9,PM2.5,San Jose,CA
585,95138,67,Moderate,2017-10-15 ,37.33,-121.9,OZONE,San Jose,CA
586,95138,40,Good,2017-10-15 ,37.33,-121.9,PM2.5,San Jose,CA
587,94661,49,Good,2017-10-15 ,37.8,-122.27,OZONE,Oakland,CA
588,94661,53,Moderate,2017-10-15 ,37.8,-122.27,PM2.5,Oakland,CA
589,95462,40,Good,2017-10-09 ,38.45,-122.7,OZONE,Santa Rosa,CA
590,95462,152,Unhealthy,2017-10-09 ,38.45,-122.7,PM2.5,Santa Rosa,CA
591,94608,42,Good,2017-10-10 ,37.8,-122.27,OZONE,Oakland,CA
592,94608,116,Unhealthy for Sensitive Groups,2017-10-10 ,37.8,-122.27,PM2.5,Oakland,CA
593,94850,40,Good,2017-10-12 ,37.8,-122.27,OZONE,Oakland,CA
594,94850,152,Unhealthy,2017-10-12 ,37.8,-122.27,PM2.5,Oakland,CA
595,94517,44,Good,2017-10-13 ,37.97,-122.03,OZONE,Concord,CA
596,94517,153,Unhealthy,2017-10-13 ,37.97,-122.03,PM2.5,Concord,CA
597,94188,31,Good,2017-10-14 ,37.75,-122.43,OZONE,San Francisco,CA
598,94188,69,Moderate,2017-10-14 ,37.75,-122.43,PM2.5,San Francisco,CA
599,94037,31,Good,2017-10-15 ,37.75,-122.43,OZONE,San Francisco,CA
600,94037,40,Good,2017-10-15 ,37.75,-122.43,PM2.5,San Francisco,CA
601,94061,58,Moderate,2017-10-15 ,37.48,-122.22,OZONE,Redwood City,CA
602,94061,40,Good,2017-10-15 ,37.48,-122.22,PM2.5,Redwood City,CA
603,95126,54,Moderate,2017-10-09 ,37.33,-121.9,OZONE,San Jose,CA
604,95126,47,Good,2017-10-09 ,37.33,-121.9,PM2.5,San Jose,CA
605,94127,28,Good,2017-10-10 ,37.75,-122.43,OZONE,San Francisco,CA
606,94127,127,Unhealthy for Sensitive Groups,2017-10-10 ,37.75,-122.43,PM2.5,San Francisco,CA
607,95444,39,Good,2017-10-11 ,38.45,-122.7,OZONE,Santa Rosa,CA
608,95444,80,Moderate,2017-10-11 ,38.45,-122.7,PM2.5,Santa Rosa,CA
609,94301,47,Good,2017-10-12 ,37.48,-122.22,OZONE,Redwood City,CA
610,94301,154,Unhealthy,2017-10-12 ,37.48,-122.22,PM2.5,Redwood City,CA
611,95473,43,Good,2017-10-13 ,38.45,-122.7,OZONE,Santa Rosa,CA
612,95473,96,Moderate,2017-10-13 ,38.45,-122.7,PM2.5,Santa Rosa,CA
613,94972,43,Good,2017-10-14 ,38.45,-122.7,OZONE,Santa Rosa,CA
614,94972,64,Moderate,2017-10-14 ,38.45,-122.7,PM2.5,Santa Rosa,CA
615,94530,49,Good,2017-10-15 ,37.8,-122.27,OZONE,Oakland,CA
616,94530,53,Moderate,2017-10-15 ,37.8,-122.27,PM2.5,Oakland,CA
617,94720,49,Good,2017-10-15 ,37.8,-122.27,OZONE,Oakland,CA
618,94720,53,Moderate,2017-10-15 ,37.8,-122.27,PM2.5,Oakland,CA
619,94952,43,Good,2017-10-09 ,37.97,-122.52,OZONE,San Rafael,CA
620,94952,161,Unhealthy,2017-10-09 ,37.97,-122.52,PM2.5,San Rafael,CA
621,94030,28,Good,2017-10-10 ,37.75,-122.43,OZONE,San Francisco,CA
622,94030,127,Unhealthy for Sensitive Groups,2017-10-10 ,37.75,-122.43,PM2.5,San Francisco,CA
623,94709,31,Good,2017-10-11 ,37.8,-122.27,OZONE,Oakland,CA
624,94709,124,Unhealthy for Sensitive Groups,2017-10-11 ,37.8,-122.27,PM2.5,Oakland,CA
625,94516,40,Good,2017-10-12 ,37.8,-122.27,OZONE,Oakland,CA
626,94516,152,Unhealthy,2017-10-12 ,37.8,-122.27,PM2.5,Oakland,CA
